Entry ID,Order,Entry Type  ,Visibility,Categories                                         ,Family Name,Honorific Prefix,First Name,Middle Name,Last Name,Honorific Suffix,Title,Organization                                            ,Department,Contact First Name,Contact Last Name,Home Address | Line One,Home Address | Line Two         ,Home Address | Line Three,Home Address | Line Four,Home Address | District,Home Address | County,Home Address | City,Home Address | State,Home Address | Zipcode,Home Address | Country,Home Address | Latitude,Home Address | Longitude,Home Address | Visibility,Other Address | Line One,Other Address | Line Two,Other Address | Line Three,Other Address | Line Four,Other Address | District,Other Address | County,Other Address | City,Other Address | State,Other Address | Zipcode,Other Address | Country,Other Address | Latitude,Other Address | Longitude,Other Address | Visibility,Work Address | Line One                       ,Work Address | Line Two,Work Address | Line Three,Work Address | Line Four,Work Address | District,Work Address | County,Work Address | City,Work Address | State,Work Address | Zipcode,Work Address | Country,Work Address | Latitude,Work Address | Longitude,Work Address | Visibility,Phone | Cell Phone | Number,Phone | Cell Phone | Visibility,Phone | Home Phone | Number,Phone | Home Phone | Visibility,Phone | Work Phone | Number,Phone | Work Phone | Visibility,Email | Personal Email | Address    ,Email | Personal Email | Visibility,Email | Work Email | Address        ,Email | Work Email | Visibility,Social Network | Facebook | URL                              ,Social Network | Facebook | Visibility,Social Network | Instagram | URL      ,Social Network | Instagram | Visibility,Social Network | Twitter | URL     ,Social Network | Twitter | Visibility,Im Uid,Im Visibility,Link | Website | URL                      ,Link | Website | Title                ,Link | Website | Visibility,Dates Date,Dates Visibility,Biography                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,Notes                                                                                                                                                                                      ,Photo URL                                                                                                                                                        ,Logo URL
50      ,0    ,organization,public    ,"Care,Jobs &amp; Recruiting"                       ,           ,                ,          ,           ,         ,                ,     ,Nursefinders                                            ,          ,                  ,                 ,72 Lemon Street        ,                                ,                         ,                        ,                       ,                     ,Truro              ,                    ,TR1 2PN               ,                      ,50.2619811             ,-5.0520825              ,public                   ,                        ,                        ,                          ,                         ,                        ,                      ,                    ,                     ,                       ,                       ,                        ,                         ,                          ,                                              ,                       ,                         ,                        ,                       ,                     ,                   ,                    ,                      ,                      ,                       ,                        ,                         ,                           ,                               ,01872 270999               ,public                         ,                           ,                               ,may@nursefinders.co.uk              ,public                             ,                                    ,                               ,                                                             ,                                      ,                                      ,                                       ,                                   ,                                     ,      ,             ,http://www.nursefindersplus.co.uk         ,www.nursefindersplus.co.uk            ,public                     ,          ,                ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,                                                                                                                                                                                           ,http://www.stiveslocal.co.uk/wp-content/uploads/connections-images/nursefinders/Screen-Shot-2017-02-02-at-11.22.56.png.png                                       ,
51      ,0    ,organization,public    ,"Groceries,Food"                                   ,           ,                ,          ,           ,         ,                ,     ,Wiltshire Farm Foods                                    ,          ,                  ,                 ,                       ,                                ,                         ,                        ,                       ,                     ,                   ,                    ,                      ,                      ,                       ,                        ,                         ,                        ,                        ,                          ,                         ,                        ,                      ,                    ,                     ,                       ,                       ,                        ,                         ,                          ,                                              ,                       ,                         ,                        ,                       ,                     ,                   ,                    ,                      ,                      ,                       ,                        ,                         ,                           ,                               ,01326 378444               ,public                         ,                           ,                               ,                                    ,                                   ,                                    ,                               ,                                                             ,                                      ,                                      ,                                       ,                                   ,                                     ,      ,             ,http://www.wiltshirefarmfoods.com         ,www.wiltshirefarmfoods.com            ,public                     ,          ,                ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,                                                                                                                                                                                           ,http://www.stiveslocal.co.uk/wp-content/uploads/connections-images/wiltshire-farm-foods/Screen-Shot-2017-02-02-at-11.23.10.png.png                               ,
52      ,0    ,organization,public    ,"Events,Activities"                                ,           ,                ,          ,           ,         ,                ,     ,Paradise Park                                           ,          ,                  ,                 ,                       ,                                ,                         ,                        ,                       ,                     ,                   ,                    ,                      ,                      ,                       ,                        ,                         ,                        ,                        ,                          ,                         ,                        ,                      ,                    ,                     ,                       ,                       ,                        ,                         ,                          ,Paradise Park                                 ,                       ,                         ,                        ,                       ,                     ,Hayle              ,                    ,TR27 4HY              ,                      ,50.178478              ,-5.425175               ,public                   ,                           ,                               ,                           ,                               ,01736 758720               ,public                         ,                                    ,                                   ,                                    ,                               ,                                                             ,                                      ,                                      ,                                       ,                                   ,                                     ,      ,             ,http://www.paradisepark.org.uk            ,www.paradisepark.org.uk               ,public                     ,          ,                ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,                                                                                                                                                                                           ,http://www.stiveslocal.co.uk/wp-content/uploads/connections-images/paradise-park/Screen-Shot-2017-03-21-at-09.07.02.png.png                                      ,
53      ,0    ,organization,public    ,"Health,Massage"                                   ,           ,                ,          ,           ,         ,                ,     ,Charlotte Griffith Massage Therapy                      ,          ,                  ,                 ,                       ,                                ,                         ,                        ,                       ,                     ,                   ,                    ,                      ,                      ,                       ,                        ,                         ,                        ,                        ,                          ,                         ,                        ,                      ,                    ,                     ,                       ,                       ,                        ,                         ,                          ,Karina Zimmer Hair Design / Carbis Bay Barbers,                       ,                         ,                        ,                       ,                     ,Carbis Day         ,                    ,TR26 2SX              ,                      ,50.1926766             ,-5.4621909              ,public                   ,7765483904                 ,public                         ,1736602275                 ,public                         ,                           ,                               ,                                    ,                                   ,griffithcharlotte@hotmail.com       ,public                         ,https://www.facebook.com/charlottegriffithholisticmassage/   ,public                                ,                                      ,                                       ,                                   ,                                     ,      ,             ,                                          ,                                      ,                           ,          ,                ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,                                                                                                                                                                                           ,http://www.stiveslocal.co.uk/wp-content/uploads/connections-images/charlotte-griffith-massage-therapy/Screen-Shot-2017-03-21-at-16.34.49.png.png                 ,
54      ,0    ,organization,public    ,"Clubs &amp; Societies,Community,Activities,Sports",           ,                ,          ,           ,         ,                ,     ,St Ives Bowling Club                                    ,          ,Edward            ,Stevens          ,The Belyars            ,Belyars Lane                    ,                         ,                        ,                       ,                     ,St Ives            ,                    ,TR26 2BT              ,                      ,50.2076923             ,-5.4800428              ,public                   ,                        ,                        ,                          ,                         ,                        ,                      ,                    ,                     ,                       ,                       ,                        ,                         ,                          ,                                              ,                       ,                         ,                        ,                       ,                     ,                   ,                    ,                      ,                      ,                       ,                        ,                         ,                           ,                               ,1736794279                 ,public                         ,                           ,                               ,                                    ,                                   ,                                    ,                               ,https://www.facebook.com/St-Ives-Bowls-Club-1685931568320509/,public                                ,                                      ,                                       ,                                   ,                                     ,      ,             ,                                          ,                                      ,                           ,          ,                ,"St. Ives Bowling Club is a well established club situated in the Belyars Trenwith Lane.
The club provides social and competitive bowling throughout the year.
(short mat during the Winter months)
The new outdoor season started in April.
New members and those wishing to try bowling are most welcome.
For further information contact:
Edward Stevens 01736 794279 Derek Murrish 01736 797438 Margaret Seddon 01736 719419"                                                                                                                                                               ,                                                                                                                                                                                           ,http://www.stiveslocal.co.uk/wp-content/uploads/connections-images/st-ives-bowling-club/Screen-Shot-2017-05-04-at-17.53.46.png.png                               ,
55      ,0    ,organization,public    ,"Pets,Vets"                                        ,           ,                ,          ,           ,         ,                ,     ,Animal Vets                                             ,          ,                  ,                 ,                       ,                                ,                         ,                        ,                       ,                     ,                   ,                    ,                      ,                      ,                       ,                        ,                         ,                        ,                        ,                          ,                         ,                        ,                      ,                    ,                     ,                       ,                       ,                        ,                         ,                          ,18 Fore Street                                ,                       ,                         ,                        ,                       ,                     ,Hayle              ,                    ,TR27 4DY              ,                      ,50.19102               ,-5.4094659              ,public                   ,                           ,                               ,                           ,                               ,1736755555                 ,public                         ,                                    ,                                   ,                                    ,                               ,                                                             ,                                      ,                                      ,                                       ,                                   ,                                     ,      ,             ,http://www.animalvets.co.uk               ,www.animalvets.co.uk                  ,public                     ,          ,                ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,                                                                                                                                                                                           ,http://www.stiveslocal.co.uk/wp-content/uploads/connections-images/animal-vets/Screen-Shot-2017-03-21-at-16.49.30.png.png                                        ,
56      ,0    ,organization,public    ,"Interior Design,Kitchens"                         ,           ,                ,          ,           ,         ,                ,     ,George Robinson Kitchens and Interiors                  ,          ,                  ,                 ,                       ,                                ,                         ,                        ,                       ,                     ,                   ,                    ,                      ,                      ,                       ,                        ,                         ,                        ,                        ,                          ,                         ,                        ,                      ,                    ,                     ,                       ,                       ,                        ,                         ,                          ,                                              ,                       ,                         ,                        ,                       ,                     ,                   ,                    ,                      ,                      ,                       ,                        ,                         ,                           ,                               ,                           ,                               ,1736367369                 ,public                         ,                                    ,                                   ,info@georgerobinsonkitchens.co.uk   ,public                         ,                                                             ,                                      ,                                      ,                                       ,                                   ,                                     ,      ,             ,http://www.georgerobinsonkitchens.co.uk   ,www.georgerobinsonkitchens.co.uk      ,public                     ,          ,                ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,                                                                                                                                                                                           ,http://www.stiveslocal.co.uk/wp-content/uploads/connections-images/george-robinson-kitchens-and-interiors/Screen-Shot-2017-03-21-at-16.55.26.png.png             ,
57      ,0    ,organization,public    ,Food                                               ,           ,                ,          ,           ,         ,                ,     ,Riverford Organic Farmers                               ,          ,                  ,                 ,                       ,                                ,                         ,                        ,                       ,                     ,                   ,                    ,                      ,                      ,                       ,                        ,                         ,                        ,                        ,                          ,                         ,                        ,                      ,                    ,                     ,                       ,                       ,                        ,                         ,                          ,                                              ,                       ,                         ,                        ,                       ,                     ,                   ,                    ,                      ,                      ,                       ,                        ,                         ,                           ,                               ,                           ,                               ,1208220341                 ,public                         ,                                    ,                                   ,                                    ,                               ,                                                             ,                                      ,                                      ,                                       ,                                   ,                                     ,      ,             ,http://www.riverford.co.uk                ,www.riverford.co.uk                   ,public                     ,          ,                ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,Organic Vegetable Boxes Delivered                                                                                                                                                          ,http://www.stiveslocal.co.uk/wp-content/uploads/connections-images/riverford-organic-farmers/Screen-Shot-2017-03-21-at-16.59.48.png.png                          ,
58      ,0    ,organization,public    ,"Health,Fitness"                                   ,           ,                ,          ,           ,         ,                ,     ,WeightWatchers                                          ,          ,Jan               ,Sumpter          ,Methodist Church Hall  ,                                ,                         ,                        ,                       ,                     ,Hayle              ,                    ,TR27 4JU              ,                      ,50.1880414             ,-5.4165582              ,public                   ,                        ,                        ,                          ,                         ,                        ,                      ,                    ,                     ,                       ,                       ,                        ,                         ,                          ,                                              ,                       ,                         ,                        ,                       ,                     ,                   ,                    ,                      ,                      ,                       ,                        ,                         ,7531987438                 ,public                         ,                           ,                               ,                           ,                               ,                                    ,                                   ,                                    ,                               ,                                                             ,                                      ,                                      ,                                       ,                                   ,                                     ,      ,             ,                                          ,                                      ,                           ,          ,                ,"2 Plans
Smartpoints or No Count

<strong>Meetings Held</strong>
Penzance
Monday 6pm YMCA
Thursday 10am Penzance Astro Park
Hayle
Tuesday 6pm Methodist Church Hall
Wednesday 10am Passmore
Edwards Institute

For more details contact
Jan Sumpter 07531 987438 or
Hannah Noble 07849 897936"                                                                                                                                                                                                                                                                                            ,"2 Plans
Smartpoints or No Count

Meetings Held:

Penzance
Monday 6pm Clarence House
Thursday 10am YMCA

Hayle
Tuesday 6pm Methodist Church Hall
Wednesday 10am Passmore Edwards Institute",http://www.stiveslocal.co.uk/wp-content/uploads/connections-images/weightwatchers/Screen-Shot-2017-03-21-at-17.07.50.png.png                                     ,
59      ,0    ,organization,public    ,"Gardens &amp; Horticulture,Landscaping"           ,           ,                ,          ,           ,         ,                ,     ,JC Landscapes                                           ,          ,                  ,                 ,                       ,                                ,                         ,                        ,                       ,                     ,                   ,                    ,                      ,                      ,                       ,                        ,                         ,                        ,                        ,                          ,                         ,                        ,                      ,                    ,                     ,                       ,                       ,                        ,                         ,                          ,                                              ,                       ,                         ,                        ,                       ,                     ,                   ,                    ,                      ,                      ,                       ,                        ,                         ,7973832260                 ,public                         ,                           ,                               ,                           ,                               ,jclandscapes@hotmail.co.uk          ,public                             ,                                    ,                               ,                                                             ,                                      ,                                      ,                                       ,                                   ,                                     ,      ,             ,http://www.j-c-landscapes.co.uk           ,www.j-c-landscapes.co.uk              ,public                     ,          ,                ,"General garden maintenance to complete landscapes, decking, turfing, fencing & paving.
Free no-obligation quotes."                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,                                                                                                                                                                                           ,http://www.stiveslocal.co.uk/wp-content/uploads/connections-images/jc-landscapes/Screen-Shot-2017-04-04-at-14.59.31.png.png                                      ,
60      ,0    ,organization,public    ,"Food,Catering Services"                           ,           ,                ,          ,           ,         ,                ,     ,A.L.P Catering                                          ,          ,                  ,                 ,                       ,                                ,                         ,                        ,                       ,                     ,                   ,                    ,                      ,                      ,                       ,                        ,                         ,                        ,                        ,                          ,                         ,                        ,                      ,                    ,                     ,                       ,                       ,                        ,                         ,                          ,                                              ,                       ,                         ,                        ,                       ,                     ,                   ,                    ,                      ,                      ,                       ,                        ,                         ,                           ,                               ,                           ,                               ,7562839634                 ,public                         ,                                    ,                                   ,daniel@alpcatering.co.uk            ,public                         ,https://www.facebook.com/alpcatering/                        ,public                                ,http://www.instagram.com/alpcatering  ,public                                 ,                                   ,                                     ,      ,             ,http://www.alpcatering.co.uk              ,www.alpcatering.co.uk                 ,public                     ,          ,                ,"Dinner Parties
Buffets
Picnic Hampers
Chef Hire

Home-made catering from dinner parties at home or your holiday home., buffets for any occasion, picnic hampers, chef hire and deep cleaning.  Based in Cornwall with over 14 years experience we pride ourselves in using Cornish produce wherever possible to give the highest quality dining experience."                                                                                                                                                                                                                                    ,                                                                                                                                                                                           ,http://www.stiveslocal.co.uk/wp-content/uploads/connections-images/a-l-p-catering/ALP-final-ad-MAY17.png.png                                                     ,
61      ,0    ,organization,public    ,"Clubs &amp; Societies,Community"                  ,           ,                ,          ,           ,         ,                ,     ,The Probus Club of St. Ives                             ,          ,David             ,Prowse           ,Carbis Bay Hotel       ,                                ,                         ,                        ,Carbis Bay             ,                     ,St Ives            ,                    ,TR26 2NP              ,                      ,50.198224              ,-5.466606               ,public                   ,                        ,                        ,                          ,                         ,                        ,                      ,                    ,                     ,                       ,                       ,                        ,                         ,                          ,                                              ,                       ,                         ,                        ,                       ,                     ,                   ,                    ,                      ,                      ,                       ,                        ,                         ,                           ,                               ,01736 438904               ,public                         ,                           ,                               ,                                    ,                                   ,                                    ,                               ,                                                             ,                                      ,                                      ,                                       ,                                   ,                                     ,      ,             ,                                          ,                                      ,                           ,          ,                ," The purpose of a Probus Club is to provide regular meetings for retired and semi-retired men to meet others with similar interests.
The St. Ives Club meet on the second Monday of every month (except August) at Carbis Bay Hotel at 10.00am.
Our guest speakers cover a wide range of subjects.  These have included talks on Fishing, Mining, Travel, Exploration, Berlin during the Cold War and Crime Scene Investigation.
Visitors to our meetings would be most welcome.

For further information contact: David Prowse
01736 438904
Eric Curnow
01736 795280
David Anstey
01736 794483",                                                                                                                                                                                           ,http://www.stiveslocal.co.uk/wp-content/uploads/connections-images/the-probus-club-of-st-ives/Screen-Shot-2017-05-04-at-18.19.43.png.png                         ,
